"ID_PrecioDiario","Declaracion","Fecha","Fecha_anterior","Oferta","Precio","PrecioAnterior","Publico","Establecimiento","Feria_id","Presentacion_Producto"
173358940,2025-01-01 04:00:15,2025-01-01,"\N",0,235,"\N","\N",709,"\N",43
173358941,2025-01-01 04:00:15,2025-01-01,"\N",0,235,"\N","\N",710,"\N",43
173358942,2025-01-01 04:00:15,2025-01-01,"\N",0,235,"\N","\N",738,"\N",43
173358943,2025-01-01 04:00:15,2025-01-01,"\N",0,235,"\N","\N",739,"\N",43
173358944,2025-01-01 04:00:15,2025-01-01,"\N",0,235,"\N","\N",740,"\N",43
173358945,2025-01-01 04:00:15,2025-01-01,"\N",0,235,"\N","\N",741,"\N",43
173358946,2025-01-01 04:00:15,2025-01-01,"\N",0,235,"\N","\N",742,"\N",43
173358947,2025-01-01 04:00:15,2025-01-01,"\N",0,235,"\N","\N",939,"\N",43
173358948,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",699,"\N",44
173358949,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",700,"\N",44
173358950,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",701,"\N",44
173358951,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",702,"\N",44
173358952,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",703,"\N",44
173358953,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",704,"\N",44
173358954,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",705,"\N",44
173358955,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",706,"\N",44
173358956,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",707,"\N",44
173358957,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",708,"\N",44
173358958,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",709,"\N",44
173358959,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",710,"\N",44
173358960,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",738,"\N",44
173358961,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",739,"\N",44
173358962,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",740,"\N",44
173358963,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",741,"\N",44
173358964,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",742,"\N",44
173358965,2025-01-01 04:00:15,2025-01-01,"\N",0,209,"\N","\N",939,"\N",44
173358966,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",699,"\N",88
173358967,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",700,"\N",88
173358968,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",701,"\N",88
173358969,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",702,"\N",88
173358970,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",703,"\N",88
173358971,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",704,"\N",88
173358972,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",705,"\N",88
173358973,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",706,"\N",88
173358974,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",707,"\N",88
173358975,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",708,"\N",88
173358976,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",709,"\N",88
173358977,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",710,"\N",88
173358978,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",738,"\N",88
173358979,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",739,"\N",88
173358980,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",740,"\N",88
173358981,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",741,"\N",88
173358982,2025-01-01 04:00:15,2025-01-01,"\N",1,55,"\N","\N",742,"\N",88
173358983,2025-01-01 04:00:16,2025-01-01,"\N",1,55,"\N","\N",939,"\N",88
173358984,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",699,"\N",324
173358985,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",700,"\N",324
173358986,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",701,"\N",324
173358987,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",702,"\N",324
173358988,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",703,"\N",324
173358989,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",704,"\N",324
173358990,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",705,"\N",324
173358991,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",706,"\N",324
173358992,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",707,"\N",324
173358993,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",708,"\N",324
173358994,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",709,"\N",324
173358995,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",710,"\N",324
173358996,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",738,"\N",324
173358997,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",739,"\N",324
173358998,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",740,"\N",324
173358999,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",741,"\N",324
173359000,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",742,"\N",324
173359001,2025-01-01 04:00:16,2025-01-01,"\N",0,149,"\N","\N",939,"\N",324
173359002,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",699,"\N",335
173359003,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",700,"\N",335
173359004,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",701,"\N",335
173359005,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",702,"\N",335
173359006,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",703,"\N",335
173359007,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",704,"\N",335
173359008,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",705,"\N",335
173359009,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",706,"\N",335
173359010,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",707,"\N",335
173359011,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",708,"\N",335
173359012,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",709,"\N",335
173359013,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",710,"\N",335
173359014,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",738,"\N",335
173359015,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",739,"\N",335
173359016,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",740,"\N",335
173359017,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",741,"\N",335
173359018,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",742,"\N",335
173359019,2025-01-01 04:00:16,2025-01-01,"\N",0,105,"\N","\N",939,"\N",335
173359020,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",699,"\N",337
173359021,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",700,"\N",337
173359022,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",701,"\N",337
173359023,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",702,"\N",337
173359024,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",703,"\N",337
173359025,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",704,"\N",337
173359026,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",705,"\N",337
173359027,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",706,"\N",337
173359028,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",707,"\N",337
173359029,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",708,"\N",337
173359030,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",709,"\N",337
173359031,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",710,"\N",337
173359032,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",738,"\N",337
173359033,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",739,"\N",337
173359034,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",740,"\N",337
173359035,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",741,"\N",337
173359036,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",742,"\N",337
173359037,2025-01-01 04:00:16,2025-01-01,"\N",0,415,"\N","\N",939,"\N",337
173359038,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",699,"\N",338
173359039,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",700,"\N",338
173359040,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",701,"\N",338
173359041,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",702,"\N",338
173359042,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",703,"\N",338
173359043,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",704,"\N",338
173359044,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",705,"\N",338
173359045,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",706,"\N",338
173359046,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",707,"\N",338
173359047,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",708,"\N",338
173359048,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",709,"\N",338
173359049,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",710,"\N",338
173359050,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",738,"\N",338
173359051,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",739,"\N",338
173359052,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",740,"\N",338
173359053,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",741,"\N",338
173359054,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",742,"\N",338
173359055,2025-01-01 04:00:16,2025-01-01,"\N",0,75,"\N","\N",939,"\N",338
173359056,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",699,"\N",339
173359057,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",700,"\N",339
173359058,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",701,"\N",339
173359059,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",702,"\N",339
173359060,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",703,"\N",339
173359061,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",704,"\N",339
173359062,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",705,"\N",339
173359063,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",706,"\N",339
173359064,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",707,"\N",339
173359065,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",708,"\N",339
173359066,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",709,"\N",339
173359067,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",710,"\N",339
173359068,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",738,"\N",339
173359069,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",739,"\N",339
173359070,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",740,"\N",339
173359071,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",741,"\N",339
173359072,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",742,"\N",339
173359073,2025-01-01 04:00:16,2025-01-01,"\N",1,89,"\N","\N",939,"\N",339
173359074,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",699,"\N",348
173359075,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",700,"\N",348
173359076,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",701,"\N",348
173359077,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",702,"\N",348
173359078,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",703,"\N",348
173359079,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",704,"\N",348
173359080,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",705,"\N",348
173359081,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",706,"\N",348
173359082,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",707,"\N",348
173359083,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",708,"\N",348
173359084,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",709,"\N",348
173359085,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",710,"\N",348
173359086,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",738,"\N",348
173359087,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",739,"\N",348
173359088,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",740,"\N",348
173359089,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",741,"\N",348
173359090,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",742,"\N",348
173359091,2025-01-01 04:00:16,2025-01-01,"\N",0,162,"\N","\N",939,"\N",348
173359092,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",699,"\N",34
173359093,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",700,"\N",34
173359094,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",701,"\N",34
173359095,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",702,"\N",34
173359096,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",703,"\N",34
173359097,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",704,"\N",34
173359098,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",705,"\N",34
173359099,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",706,"\N",34
173359100,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",707,"\N",34
173359101,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",708,"\N",34
173359102,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",709,"\N",34
173359103,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",710,"\N",34
173359104,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",738,"\N",34
173359105,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",739,"\N",34
173359106,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",740,"\N",34
173359107,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",741,"\N",34
173359108,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",742,"\N",34
173359109,2025-01-01 04:00:17,2025-01-01,"\N",1,262,"\N","\N",939,"\N",34
173359110,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",699,"\N",315
173359111,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",700,"\N",315
173359112,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",701,"\N",315
173359113,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",702,"\N",315
173359114,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",703,"\N",315
173359115,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",704,"\N",315
173359116,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",705,"\N",315
173359117,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",706,"\N",315
173359118,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",707,"\N",315
173359119,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",708,"\N",315
173359120,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",709,"\N",315
173359121,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",710,"\N",315
173359122,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",738,"\N",315
173359123,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",739,"\N",315
173359124,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",740,"\N",315
173359125,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",741,"\N",315
173359126,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",742,"\N",315
173359127,2025-01-01 04:00:17,2025-01-01,"\N",0,519,"\N","\N",939,"\N",315
173359128,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",699,"\N",320
173359129,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",700,"\N",320
173359130,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",701,"\N",320
173359131,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",702,"\N",320
173359132,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",703,"\N",320
173359133,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",704,"\N",320
173359134,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",705,"\N",320
173359135,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",706,"\N",320
173359136,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",707,"\N",320
173359137,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",708,"\N",320
173359138,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",709,"\N",320
173359139,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",710,"\N",320
173359140,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",738,"\N",320
173359141,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",739,"\N",320
173359142,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",740,"\N",320
173359143,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",741,"\N",320
173359144,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",742,"\N",320
173359145,2025-01-01 04:00:17,2025-01-01,"\N",0,445,"\N","\N",939,"\N",320
173359146,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",699,"\N",321
173359147,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",700,"\N",321
173359148,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",701,"\N",321
173359149,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",702,"\N",321
173359150,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",703,"\N",321
173359151,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",704,"\N",321
173359152,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",705,"\N",321
173359153,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",706,"\N",321
173359154,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",707,"\N",321
173359155,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",708,"\N",321
173359156,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",709,"\N",321
173359157,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",710,"\N",321
173359158,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",738,"\N",321
173359159,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",739,"\N",321
173359160,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",740,"\N",321
173359161,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",741,"\N",321
173359162,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",742,"\N",321
173359163,2025-01-01 04:00:17,2025-01-01,"\N",0,446,"\N","\N",939,"\N",321
173359164,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",699,"\N",331
173359165,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",700,"\N",331
173359166,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",701,"\N",331
173359167,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",702,"\N",331
173359168,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",703,"\N",331
173359169,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",704,"\N",331
173359170,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",705,"\N",331
173359171,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",706,"\N",331
173359172,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",707,"\N",331
173359173,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",708,"\N",331
173359174,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",709,"\N",331
173359175,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",710,"\N",331
173359176,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",738,"\N",331
173359177,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",739,"\N",331
173359178,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",740,"\N",331
173359179,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",741,"\N",331
173359180,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",742,"\N",331
173359181,2025-01-01 04:00:17,2025-01-01,"\N",1,655,"\N","\N",939,"\N",331
173359182,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",699,"\N",340
173359183,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",700,"\N",340
173359184,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",701,"\N",340
173359185,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",702,"\N",340
173359186,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",703,"\N",340
173359187,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",704,"\N",340
173359188,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",705,"\N",340
173359189,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",706,"\N",340
173359190,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",707,"\N",340
173359191,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",708,"\N",340
173359192,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",709,"\N",340
173359193,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",710,"\N",340
173359194,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",738,"\N",340
173359195,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",739,"\N",340
173359196,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",740,"\N",340
173359197,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",741,"\N",340
173359198,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",742,"\N",340
173359199,2025-01-01 04:00:17,2025-01-01,"\N",1,625,"\N","\N",939,"\N",340
173359200,2025-01-01 04:00:17,2025-01-01,"\N",0,799,"\N","\N",699,"\N",341
173359201,2025-01-01 04:00:17,2025-01-01,"\N",0,799,"\N","\N",700,"\N",341
173359202,2025-01-01 04:00:17,2025-01-01,"\N",0,799,"\N","\N",701,"\N",341
173359203,2025-01-01 04:00:17,2025-01-01,"\N",0,799,"\N","\N",702,"\N",341
173359204,2025-01-01 04:00:17,2025-01-01,"\N",0,799,"\N","\N",703,"\N",341
173359205,2025-01-01 04:00:17,2025-01-01,"\N",0,799,"\N","\N",704,"\N",341
